"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-10","Manitoba","2016A000246","Total, all persons","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410293","10.1.1.6","207","E","","","0"
"2021-10","Manitoba","2016A000246","Total, all persons","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410294","10.1.2.1","34.4","","","","1"
"2021-10","Manitoba","2016A000246","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410295","10.1.2.2","29.3","","","","1"
"2021-10","Manitoba","2016A000246","Total, all persons","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410296","10.1.2.3","39.8","","","","1"
"2021-10","Manitoba","2016A000246","Total, all persons","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410297","10.1.2.4","362","","","","0"
"2021-10","Manitoba","2016A000246","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410298","10.1.2.5","309","","","","0"
"2021-10","Manitoba","2016A000246","Total, all persons","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410299","10.1.2.6","416","","","","0"
"2021-10","Manitoba","2016A000246","Total, all persons","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410300","10.1.3.1","50.0","","","","1"
"2021-10","Manitoba","2016A000246","Total, all persons","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410301","10.1.3.2","44.4","","","","1"
"2021-10","Manitoba","2016A000246","Total, all persons","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410302","10.1.3.3","55.7","","","","1"
"2021-10","Manitoba","2016A000246","Total, all persons","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410303","10.1.3.4","526","","","","0"
"2021-10","Manitoba","2016A000246","Total, all persons","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410304","10.1.3.5","468","","","","0"
"2021-10","Manitoba","2016A000246","Total, all persons","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410305","10.1.3.6","584","","","","0"
"2021-10","Manitoba","2016A000246","Men","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410306","10.2.1.1","12.5","","","","1"
"2021-10","Manitoba","2016A000246","Men","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410307","10.2.1.2","7.8","","","","1"
"2021-10","Manitoba","2016A000246","Men","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410308","10.2.1.3","18.7","","","","1"
"2021-10","Manitoba","2016A000246","Men","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410309","10.2.1.4","","F","","","0"
"2021-10","Manitoba","2016A000246","Men","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410310","10.2.1.5","","F","","","0"
"2021-10","Manitoba","2016A000246","Men","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410311","10.2.1.6","","F","","","0"
"2021-10","Manitoba","2016A000246","Men","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410312","10.2.2.1","35.4","","","","1"
"2021-10","Manitoba","2016A000246","Men","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410313","10.2.2.2","27.4","","","","1"
"2021-10","Manitoba","2016A000246","Men","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410314","10.2.2.3","44.0","","","","1"
"2021-10","Manitoba","2016A000246","Men","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410315","10.2.2.4","187","E","","","0"
"2021-10","Manitoba","2016A000246","Men","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410316","10.2.2.5","143","E","","","0"
"2021-10","Manitoba","2016A000246","Men","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410317","10.2.2.6","232","E","","","0"
"2021-10","Manitoba","2016A000246","Men","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410318","10.2.3.1","52.1","","","","1"
"2021-10","Manitoba","2016A000246","Men","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410319","10.2.3.2","44.1","","","","1"
"2021-10","Manitoba","2016A000246","Men","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410320","10.2.3.3","60.0","","","","1"
"2021-10","Manitoba","2016A000246","Men","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410321","10.2.3.4","276","","","","0"
"2021-10","Manitoba","2016A000246","Men","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410322","10.2.3.5","236","","","","0"
"2021-10","Manitoba","2016A000246","Men","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410323","10.2.3.6","316","","","","0"
"2021-10","Manitoba","2016A000246","Women","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410324","10.3.1.1","18.7","","","","1"
"2021-10","Manitoba","2016A000246","Women","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410325","10.3.1.2","12.9","","","","1"
"2021-10","Manitoba","2016A000246","Women","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410326","10.3.1.3","25.7","","","","1"
"2021-10","Manitoba","2016A000246","Women","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410327","10.3.1.4","","F","","","0"
"2021-10","Manitoba","2016A000246","Women","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410328","10.3.1.5","","F","","","0"
"2021-10","Manitoba","2016A000246","Women","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410329","10.3.1.6","","F","","","0"
"2021-10","Manitoba","2016A000246","Women","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410330","10.3.2.1","33.4","","","","1"
"2021-10","Manitoba","2016A000246","Women","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410331","10.3.2.2","27.2","","","","1"
"2021-10","Manitoba","2016A000246","Women","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410332","10.3.2.3","40.1","","","","1"
"2021-10","Manitoba","2016A000246","Women","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410333","10.3.2.4","175","E","","","0"
"2021-10","Manitoba","2016A000246","Women","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410334","10.3.2.5","142","E","","","0"
"2021-10","Manitoba","2016A000246","Women","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410335","10.3.2.6","207","E","","","0"
"2021-10","Manitoba","2016A000246","Women","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410336","10.3.3.1","47.9","","","","1"
"2021-10","Manitoba","2016A000246","Women","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410337","10.3.3.2","40.2","","","","1"
"2021-10","Manitoba","2016A000246","Women","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410338","10.3.3.3","55.6","","","","1"
"2021-10","Manitoba","2016A000246","Women","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410339","10.3.3.4","250","","","","0"
"2021-10","Manitoba","2016A000246","Women","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410340","10.3.3.5","210","","","","0"
"2021-10","Manitoba","2016A000246","Women","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410341","10.3.3.6","290","","","","0"
"2021-10","Saskatchewan","2016A000247","Total, all persons","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410342","11.1.1.1","11.0","","","","1"
"2021-10","Saskatchewan","2016A000247","Total, all persons","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410343","11.1.1.2","8.2","","","","1"
"2021-10","Saskatchewan","2016A000247","Total, all persons","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410344","11.1.1.3","14.4","","","","1"
"2021-10","Saskatchewan","2016A000247","Total, all persons","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410345","11.1.1.4","97","E","","","0"
"2021-10","Saskatchewan","2016A000247","Total, all persons","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410346","11.1.1.5","71","E","","","0"
"2021-10","Saskatchewan","2016A000247","Total, all persons","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410347","11.1.1.6","123","E","","","0"
"2021-10","Saskatchewan","2016A000247","Total, all persons","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410348","11.1.2.1","34.9","","","","1"
"2021-10","Saskatchewan","2016A000247","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410349","11.1.2.2","29.9","","","","1"
"2021-10","Saskatchewan","2016A000247","Total, all persons","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410350","11.1.2.3","40.2","","","","1"
"2021-10","Saskatchewan","2016A000247","Total, all persons","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410351","11.1.2.4","307","","","","0"
"2021-10","Saskatchewan","2016A000247","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410352","11.1.2.5","262","","","","0"
"2021-10","Saskatchewan","2016A000247","Total, all persons","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410353","11.1.2.6","352","","","","0"
"2021-10","Saskatchewan","2016A000247","Total, all persons","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410354","11.1.3.1","54.0","","","","1"
